Date,Date,Date
06/19/2013,06/19/2013,446
06/19/2014,06/19/2014,380
06/19/2015,06/19/2015,422
06/19/2016,06/19/2016,354
06/19/2017,06/19/2017,429
06/20/2003,06/20/2003,447
06/20/2004,06/20/2004,375
06/20/2005,06/20/2005,388
06/20/2006,06/20/2006,412
06/20/2007,06/20/2007,380
06/20/2008,06/20/2008,395
06/20/2009,06/20/2009,354
06/20/2010,06/20/2010,304
06/20/2011,06/20/2011,373
06/20/2012,06/20/2012,388
06/20/2013,06/20/2013,403
06/20/2014,06/20/2014,486
06/20/2015,06/20/2015,452
06/20/2016,06/20/2016,404
06/20/2017,06/20/2017,444
06/21/2003,06/21/2003,379
06/21/2004,06/21/2004,369
06/21/2005,06/21/2005,359
06/21/2006,06/21/2006,350
06/21/2007,06/21/2007,346
06/21/2008,06/21/2008,353
06/21/2009,06/21/2009,300
06/21/2010,06/21/2010,300
06/21/2011,06/21/2011,357
06/21/2012,06/21/2012,367
06/21/2013,06/21/2013,438
06/21/2014,06/21/2014,424
06/21/2015,06/21/2015,419
06/21/2016,06/21/2016,425
06/21/2017,06/21/2017,434
06/22/2003,06/22/2003,299
06/22/2004,06/22/2004,372
06/22/2005,06/22/2005,392
06/22/2006,06/22/2006,352
06/22/2007,06/22/2007,403
06/22/2008,06/22/2008,325
06/22/2009,06/22/2009,330
06/22/2010,06/22/2010,344
06/22/2011,06/22/2011,453
06/22/2012,06/22/2012,387
06/22/2013,06/22/2013,371
06/22/2014,06/22/2014,332
06/22/2015,06/22/2015,409
06/22/2016,06/22/2016,453
06/22/2017,06/22/2017,415
06/23/2003,06/23/2003,404
06/23/2004,06/23/2004,399
06/23/2005,06/23/2005,433
06/23/2006,06/23/2006,390
06/23/2007,06/23/2007,416
06/23/2008,06/23/2008,374
06/23/2009,06/23/2009,359
06/23/2010,06/23/2010,371
06/23/2011,06/23/2011,391
06/23/2012,06/23/2012,453
06/23/2013,06/23/2013,386
06/23/2014,06/23/2014,418
06/23/2015,06/23/2015,403
06/23/2016,06/23/2016,390
06/23/2017,06/23/2017,473
06/24/2003,06/24/2003,406
06/24/2004,06/24/2004,421
06/24/2005,06/24/2005,423
06/24/2006,06/24/2006,359
06/24/2007,06/24/2007,387
06/24/2008,06/24/2008,397
06/24/2009,06/24/2009,324
06/24/2010,06/24/2010,307
06/24/2011,06/24/2011,398
06/24/2012,06/24/2012,507
06/24/2013,06/24/2013,386
06/24/2014,06/24/2014,361
06/24/2015,06/24/2015,464
06/24/2016,06/24/2016,455
06/24/2017,06/24/2017,489
06/25/2003,06/25/2003,428
06/25/2004,06/25/2004,453
06/25/2005,06/25/2005,411
06/25/2006,06/25/2006,345
06/25/2007,06/25/2007,341
06/25/2008,06/25/2008,325
06/25/2009,06/25/2009,337
06/25/2010,06/25/2010,402
06/25/2011,06/25/2011,402
06/25/2012,06/25/2012,376
06/25/2013,06/25/2013,346
06/25/2014,06/25/2014,391
06/25/2015,06/25/2015,451
06/25/2016,06/25/2016,507
06/25/2017,06/25/2017,557
06/26/2003,06/26/2003,458
06/26/2004,06/26/2004,358
06/26/2005,06/26/2005,459
06/26/2006,06/26/2006,388
06/26/2007,06/26/2007,333
06/26/2008,06/26/2008,387
06/26/2009,06/26/2009,326
06/26/2010,06/26/2010,435
06/26/2011,06/26/2011,389
06/26/2012,06/26/2012,405
06/26/2013,06/26/2013,415
06/26/2014,06/26/2014,391
06/26/2015,06/26/2015,504
06/26/2016,06/26/2016,482
06/26/2017,06/26/2017,426
06/27/2003,06/27/2003,391
06/27/2004,06/27/2004,420
06/27/2005,06/27/2005,378
06/27/2006,06/27/2006,396
06/27/2007,06/27/2007,337
06/27/2008,06/27/2008,376
06/27/2009,06/27/2009,347
06/27/2010,06/27/2010,397
06/27/2011,06/27/2011,349
06/27/2012,06/27/2012,433
06/27/2013,06/27/2013,403
06/27/2014,06/27/2014,470
06/27/2015,06/27/2015,505
06/27/2016,06/27/2016,336
06/27/2017,06/27/2017,403
06/28/2003,06/28/2003,381
06/28/2004,06/28/2004,429
06/28/2005,06/28/2005,457
06/28/2006,06/28/2006,389
06/28/2007,06/28/2007,365
06/28/2008,06/28/2008,400
06/28/2009,06/28/2009,382
06/28/2010,06/28/2010,340
06/28/2011,06/28/2011,331
06/28/2012,06/28/2012,455
06/28/2013,06/28/2013,478
06/28/2014,06/28/2014,505
06/28/2015,06/28/2015,598
06/28/2016,06/28/2016,433
06/28/2017,06/28/2017,361
06/29/2003,06/29/2003,344
06/29/2004,06/29/2004,415
06/29/2005,06/29/2005,349
06/29/2006,06/29/2006,379
06/29/2007,06/29/2007,371
06/29/2008,06/29/2008,365
06/29/2009,06/29/2009,304
06/29/2010,06/29/2010,339
06/29/2011,06/29/2011,354
06/29/2012,06/29/2012,389
06/29/2013,06/29/2013,475
06/29/2014,06/29/2014,493
06/29/2015,06/29/2015,410
06/29/2016,06/29/2016,357
06/29/2017,06/29/2017,384
06/30/2003,06/30/2003,361
06/30/2004,06/30/2004,382
06/30/2005,06/30/2005,388
06/30/2006,06/30/2006,402
06/30/2007,06/30/2007,377
06/30/2008,06/30/2008,340
06/30/2009,06/30/2009,337
06/30/2010,06/30/2010,315
06/30/2011,06/30/2011,401
06/30/2012,06/30/2012,396
06/30/2013,06/30/2013,513
06/30/2014,06/30/2014,355
06/30/2015,06/30/2015,358
06/30/2016,06/30/2016,395
06/30/2017,06/30/2017,421
07/01/2003,07/01/2003,522
07/01/2004,07/01/2004,463
07/01/2005,07/01/2005,523
07/01/2006,07/01/2006,493
07/01/2007,07/01/2007,392
07/01/2008,07/01/2008,476
07/01/2009,07/01/2009,394
07/01/2010,07/01/2010,382
07/01/2011,07/01/2011,425
07/01/2012,07/01/2012,370
07/01/2013,07/01/2013,430
07/01/2014,07/01/2014,423
07/01/2015,07/01/2015,486
07/01/2016,07/01/2016,508
07/01/2017,07/01/2017,436
07/02/2003,07/02/2003,408
07/02/2004,07/02/2004,421
07/02/2005,07/02/2005,362
07/02/2006,07/02/2006,348
07/02/2007,07/02/2007,368
07/02/2008,07/02/2008,395
07/02/2009,07/02/2009,312
07/02/2010,07/02/2010,417
07/02/2011,07/02/2011,409
07/02/2012,07/02/2012,374
07/02/2013,07/02/2013,399
07/02/2014,07/02/2014,395
07/02/2015,07/02/2015,407
07/02/2016,07/02/2016,354
07/02/2017,07/02/2017,406
07/03/2003,07/03/2003,479
07/03/2004,07/03/2004,415
07/03/2005,07/03/2005,318
07/03/2006,07/03/2006,326
07/03/2007,07/03/2007,368
07/03/2008,07/03/2008,370
07/03/2009,07/03/2009,466
07/03/2010,07/03/2010,394
07/03/2011,07/03/2011,306
07/03/2012,07/03/2012,439
07/03/2013,07/03/2013,439
07/03/2014,07/03/2014,416
07/03/2015,07/03/2015,439
07/03/2016,07/03/2016,387
07/03/2017,07/03/2017,416
07/04/2003,07/04/2003,373
07/04/2004,07/04/2004,431
07/04/2005,07/04/2005,387
07/04/2006,07/04/2006,350
07/04/2007,07/04/2007,366
07/04/2008,07/04/2008,414
07/04/2009,07/04/2009,354
07/04/2010,07/04/2010,348
07/04/2011,07/04/2011,321
07/04/2012,07/04/2012,417
07/04/2013,07/04/2013,363
07/04/2014,07/04/2014,387
07/04/2015,07/04/2015,417
07/04/2016,07/04/2016,352
07/04/2017,07/04/2017,378
07/05/2003,07/05/2003,345
07/05/2004,07/05/2004,370
07/05/2005,07/05/2005,441
07/05/2006,07/05/2006,375
07/05/2007,07/05/2007,344
07/05/2008,07/05/2008,384
07/05/2009,07/05/2009,366
07/05/2010,07/05/2010,289
07/05/2011,07/05/2011,312
07/05/2012,07/05/2012,363
07/05/2013,07/05/2013,419
07/05/2014,07/05/2014,393
07/05/2015,07/05/2015,400
07/05/2016,07/05/2016,394
07/05/2017,07/05/2017,406
07/06/2003,07/06/2003,350
07/06/2004,07/06/2004,444
07/06/2005,07/06/2005,367
07/06/2006,07/06/2006,329
07/06/2007,07/06/2007,361
07/06/2008,07/06/2008,315
07/06/2009,07/06/2009,345
07/06/2010,07/06/2010,311
07/06/2011,07/06/2011,376
07/06/2012,07/06/2012,369
07/06/2013,07/06/2013,379
07/06/2014,07/06/2014,366
07/06/2015,07/06/2015,456
07/06/2016,07/06/2016,413
07/06/2017,07/06/2017,418
07/07/2003,07/07/2003,395
07/07/2004,07/07/2004,442
07/07/2005,07/07/2005,368
07/07/2006,07/07/2006,430
07/07/2007,07/07/2007,365
07/07/2008,07/07/2008,353
07/07/2009,07/07/2009,340
07/07/2010,07/07/2010,377
07/07/2011,07/07/2011,361
07/07/2012,07/07/2012,329
07/07/2013,07/07/2013,403
07/07/2014,07/07/2014,450
07/07/2015,07/07/2015,421
07/07/2016,07/07/2016,369
07/07/2017,07/07/2017,410
07/08/2003,07/08/2003,414
07/08/2004,07/08/2004,463
07/08/2005,07/08/2005,399
07/08/2006,07/08/2006,342
07/08/2007,07/08/2007,389
07/08/2008,07/08/2008,413
07/08/2009,07/08/2009,342
07/08/2010,07/08/2010,253
07/08/2011,07/08/2011,365
07/08/2012,07/08/2012,312
07/08/2013,07/08/2013,398
07/08/2014,07/08/2014,388
07/08/2015,07/08/2015,379
07/08/2016,07/08/2016,353
07/08/2017,07/08/2017,465
07/09/2003,07/09/2003,401
07/09/2004,07/09/2004,396
07/09/2005,07/09/2005,388
07/09/2006,07/09/2006,307
07/09/2007,07/09/2007,377
07/09/2008,07/09/2008,449
07/09/2009,07/09/2009,372
07/09/2010,07/09/2010,334
07/09/2011,07/09/2011,342
07/09/2012,07/09/2012,350
07/09/2013,07/09/2013,419
07/09/2014,07/09/2014,446
07/09/2015,07/09/2015,396
07/09/2016,07/09/2016,402
07/09/2017,07/09/2017,441
07/10/2003,07/10/2003,394
07/10/2004,07/10/2004,412
07/10/2005,07/10/2005,362
07/10/2006,07/10/2006,365
07/10/2007,07/10/2007,398
07/10/2008,07/10/2008,452
07/10/2009,07/10/2009,328
07/10/2010,07/10/2010,356
07/10/2011,07/10/2011,328
07/10/2012,07/10/2012,358
07/10/2013,07/10/2013,398
07/10/2014,07/10/2014,398
07/10/2015,07/10/2015,471
07/10/2016,07/10/2016,373
07/10/2017,07/10/2017,407
07/11/2003,07/11/2003,450
07/11/2004,07/11/2004,338
07/11/2005,07/11/2005,355
07/11/2006,07/11/2006,371
07/11/2007,07/11/2007,396
07/11/2008,07/11/2008,432
07/11/2009,07/11/2009,320
07/11/2010,07/11/2010,305
07/11/2011,07/11/2011,260
07/11/2012,07/11/2012,327
07/11/2013,07/11/2013,353
07/11/2014,07/11/2014,404
07/11/2015,07/11/2015,477
07/11/2016,07/11/2016,415
07/11/2017,07/11/2017,389
07/12/2003,07/12/2003,345
07/12/2004,07/12/2004,377
07/12/2005,07/12/2005,369
07/12/2006,07/12/2006,368
07/12/2007,07/12/2007,392
07/12/2008,07/12/2008,436
07/12/2009,07/12/2009,349
07/12/2010,07/12/2010,336
07/12/2011,07/12/2011,283
07/12/2012,07/12/2012,373
07/12/2013,07/12/2013,430
07/12/2014,07/12/2014,397
07/12/2015,07/12/2015,438
07/12/2016,07/12/2016,378
07/12/2017,07/12/2017,399
07/13/2003,07/13/2003,358
07/13/2004,07/13/2004,460
07/13/2005,07/13/2005,409
07/13/2006,07/13/2006,389
07/13/2007,07/13/2007,386
07/13/2008,07/13/2008,418
07/13/2009,07/13/2009,341
07/13/2010,07/13/2010,361
07/13/2011,07/13/2011,381
07/13/2012,07/13/2012,407
07/13/2013,07/13/2013,409
07/13/2014,07/13/2014,365
07/13/2015,07/13/2015,377
07/13/2016,07/13/2016,364
07/13/2017,07/13/2017,477
07/14/2003,07/14/2003,352
07/14/2004,07/14/2004,417
07/14/2005,07/14/2005,418
07/14/2006,07/14/2006,414
07/14/2007,07/14/2007,407
07/14/2008,07/14/2008,358
07/14/2009,07/14/2009,402
07/14/2010,07/14/2010,380
07/14/2011,07/14/2011,351
07/14/2012,07/14/2012,399
07/14/2013,07/14/2013,397
07/14/2014,07/14/2014,441
07/14/2015,07/14/2015,381
07/14/2016,07/14/2016,383
07/14/2017,07/14/2017,436
07/15/2003,07/15/2003,442
07/15/2004,07/15/2004,395
07/15/2005,07/15/2005,426
07/15/2006,07/15/2006,386
07/15/2007,07/15/2007,390
07/15/2008,07/15/2008,384
07/15/2009,07/15/2009,418
07/15/2010,07/15/2010,399
07/15/2011,07/15/2011,389
07/15/2012,07/15/2012,409
07/15/2013,07/15/2013,414
07/15/2014,07/15/2014,409
07/15/2015,07/15/2015,459
07/15/2016,07/15/2016,423
07/15/2017,07/15/2017,472
07/16/2003,07/16/2003,477
07/16/2004,07/16/2004,450
07/16/2005,07/16/2005,372
07/16/2006,07/16/2006,378
07/16/2007,07/16/2007,379
07/16/2008,07/16/2008,400
07/16/2009,07/16/2009,363
07/16/2010,07/16/2010,389
07/16/2011,07/16/2011,314
07/16/2012,07/16/2012,352
07/16/2013,07/16/2013,436
07/16/2014,07/16/2014,385
07/16/2015,07/16/2015,404
07/16/2016,07/16/2016,423
07/16/2017,07/16/2017,405
07/17/2003,07/17/2003,433
07/17/2004,07/17/2004,373
07/17/2005,07/17/2005,323
07/17/2006,07/17/2006,341
07/17/2007,07/17/2007,427
07/17/2008,07/17/2008,406
07/17/2009,07/17/2009,348
07/17/2010,07/17/2010,395
07/17/2011,07/17/2011,315
07/17/2012,07/17/2012,330
07/17/2013,07/17/2013,456
07/17/2014,07/17/2014,404
07/17/2015,07/17/2015,484
07/17/2016,07/17/2016,330
07/17/2017,07/17/2017,447
07/18/2003,07/18/2003,425
07/18/2004,07/18/2004,388
07/18/2005,07/18/2005,364
07/18/2006,07/18/2006,376
07/18/2007,07/18/2007,382
07/18/2008,07/18/2008,474
07/18/2009,07/18/2009,410
07/18/2010,07/18/2010,330
07/18/2011,07/18/2011,279
07/18/2012,07/18/2012,341
07/18/2013,07/18/2013,426
07/18/2014,07/18/2014,436
07/18/2015,07/18/2015,427
07/18/2016,07/18/2016,379
07/18/2017,07/18/2017,435
07/19/2003,07/19/2003,479
07/19/2004,07/19/2004,431
07/19/2005,07/19/2005,362
07/19/2006,07/19/2006,391
07/19/2007,07/19/2007,414
07/19/2008,07/19/2008,360
07/19/2009,07/19/2009,417
07/19/2010,07/19/2010,314
07/19/2011,07/19/2011,328
07/19/2012,07/19/2012,378
07/19/2013,07/19/2013,446
07/19/2014,07/19/2014,403
07/19/2015,07/19/2015,397
07/19/2016,07/19/2016,412
07/19/2017,07/19/2017,435
07/20/2003,07/20/2003,382
07/20/2004,07/20/2004,360
07/20/2005,07/20/2005,374
07/20/2006,07/20/2006,370
07/20/2007,07/20/2007,423
07/20/2008,07/20/2008,343
07/20/2009,07/20/2009,364
07/20/2010,07/20/2010,320
07/20/2011,07/20/2011,359
07/20/2012,07/20/2012,423
07/20/2013,07/20/2013,377
07/20/2014,07/20/2014,371
07/20/2015,07/20/2015,463
07/20/2016,07/20/2016,361
07/20/2017,07/20/2017,447
07/21/2003,07/21/2003,423
07/21/2004,07/21/2004,398
07/21/2005,07/21/2005,378
07/21/2006,07/21/2006,395
07/21/2007,07/21/2007,385
07/21/2008,07/21/2008,332
07/21/2009,07/21/2009,367
07/21/2010,07/21/2010,357
07/21/2011,07/21/2011,337
07/21/2012,07/21/2012,404
07/21/2013,07/21/2013,393
07/21/2014,07/21/2014,444
07/21/2015,07/21/2015,428
07/21/2016,07/21/2016,388
07/21/2017,07/21/2017,449
07/22/2003,07/22/2003,390
07/22/2004,07/22/2004,407
07/22/2005,07/22/2005,461
07/22/2006,07/22/2006,401
07/22/2007,07/22/2007,285
07/22/2008,07/22/2008,394
07/22/2009,07/22/2009,379
07/22/2010,07/22/2010,402
07/22/2011,07/22/2011,393
07/22/2012,07/22/2012,314
07/22/2013,07/22/2013,456
07/22/2014,07/22/2014,446
07/22/2015,07/22/2015,436
07/22/2016,07/22/2016,407
07/22/2017,07/22/2017,441
07/23/2003,07/23/2003,422
07/23/2004,07/23/2004,442
07/23/2005,07/23/2005,418
07/23/2006,07/23/2006,318
07/23/2007,07/23/2007,355
07/23/2008,07/23/2008,367
07/23/2009,07/23/2009,341
07/23/2010,07/23/2010,371
07/23/2011,07/23/2011,421
07/23/2012,07/23/2012,363
07/23/2013,07/23/2013,409
07/23/2014,07/23/2014,397
07/23/2015,07/23/2015,439
07/23/2016,07/23/2016,399
07/23/2017,07/23/2017,442
07/24/2003,07/24/2003,393
07/24/2004,07/24/2004,414
07/24/2005,07/24/2005,326
07/24/2006,07/24/2006,358
07/24/2007,07/24/2007,395
07/24/2008,07/24/2008,381
07/24/2009,07/24/2009,385
07/24/2010,07/24/2010,401
07/24/2011,07/24/2011,327
07/24/2012,07/24/2012,363
07/24/2013,07/24/2013,465
07/24/2014,07/24/2014,438
07/24/2015,07/24/2015,481
07/24/2016,07/24/2016,389
07/24/2017,07/24/2017,378
07/25/2003,07/25/2003,430
07/25/2004,07/25/2004,362
07/25/2005,07/25/2005,364
07/25/2006,07/25/2006,390
07/25/2007,07/25/2007,416
07/25/2008,07/25/2008,424
07/25/2009,07/25/2009,374
07/25/2010,07/25/2010,349
07/25/2011,07/25/2011,304
07/25/2012,07/25/2012,398
07/25/2013,07/25/2013,408
07/25/2014,07/25/2014,434
07/25/2015,07/25/2015,478
07/25/2016,07/25/2016,376
07/25/2017,07/25/2017,430
07/26/2003,07/26/2003,361
07/26/2004,07/26/2004,393
07/26/2005,07/26/2005,366
07/26/2006,07/26/2006,417
07/26/2007,07/26/2007,412
07/26/2008,07/26/2008,394
07/26/2009,07/26/2009,354
07/26/2010,07/26/2010,305
07/26/2011,07/26/2011,388
07/26/2012,07/26/2012,358
07/26/2013,07/26/2013,479
07/26/2014,07/26/2014,379
07/26/2015,07/26/2015,428
07/26/2016,07/26/2016,395
07/26/2017,07/26/2017,396
07/27/2003,07/27/2003,327
07/27/2004,07/27/2004,410
07/27/2005,07/27/2005,406
07/27/2006,07/27/2006,378
07/27/2007,07/27/2007,407
07/27/2008,07/27/2008,386
07/27/2009,07/27/2009,350
07/27/2010,07/27/2010,342
07/27/2011,07/27/2011,401
07/27/2012,07/27/2012,417
07/27/2013,07/27/2013,460
07/27/2014,07/27/2014,419
07/27/2015,07/27/2015,420
07/27/2016,07/27/2016,435
07/27/2017,07/27/2017,406
07/28/2003,07/28/2003,379
07/28/2004,07/28/2004,407
07/28/2005,07/28/2005,383
07/28/2006,07/28/2006,435
07/28/2007,07/28/2007,389
07/28/2008,07/28/2008,383
07/28/2009,07/28/2009,418
07/28/2010,07/28/2010,392
07/28/2011,07/28/2011,362
07/28/2012,07/28/2012,427
07/28/2013,07/28/2013,462
07/28/2014,07/28/2014,418
07/28/2015,07/28/2015,432
07/28/2016,07/28/2016,388
07/28/2017,07/28/2017,468
07/29/2003,07/29/2003,384
07/29/2004,07/29/2004,368
07/29/2005,07/29/2005,367
07/29/2006,07/29/2006,401
07/29/2007,07/29/2007,382
07/29/2008,07/29/2008,424
07/29/2009,07/29/2009,388
07/29/2010,07/29/2010,317
07/29/2011,07/29/2011,352
07/29/2012,07/29/2012,373
07/29/2013,07/29/2013,436
07/29/2014,07/29/2014,462
07/29/2015,07/29/2015,402
07/29/2016,07/29/2016,399
07/29/2017,07/29/2017,455
07/30/2003,07/30/2003,321
07/30/2004,07/30/2004,411
07/30/2005,07/30/2005,407
07/30/2006,07/30/2006,355
07/30/2007,07/30/2007,346
07/30/2008,07/30/2008,432
07/30/2009,07/30/2009,374
07/30/2010,07/30/2010,363
07/30/2011,07/30/2011,342
07/30/2012,07/30/2012,343
07/30/2013,07/30/2013,435
07/30/2014,07/30/2014,425
07/30/2015,07/30/2015,409
07/30/2016,07/30/2016,418
07/30/2017,07/30/2017,391
07/31/2003,07/31/2003,325
07/31/2004,07/31/2004,320
07/31/2005,07/31/2005,344
07/31/2006,07/31/2006,396
07/31/2007,07/31/2007,342
07/31/2008,07/31/2008,359
07/31/2009,07/31/2009,339
07/31/2010,07/31/2010,357
07/31/2011,07/31/2011,313
07/31/2012,07/31/2012,328
07/31/2013,07/31/2013,439
07/31/2014,07/31/2014,402
07/31/2015,07/31/2015,433
07/31/2016,07/31/2016,424
07/31/2017,07/31/2017,369
08/01/2003,08/01/2003,476
08/01/2004,08/01/2004,408
08/01/2005,08/01/2005,474
08/01/2006,08/01/2006,481
08/01/2007,08/01/2007,433
08/01/2008,08/01/2008,8
08/01/2009,08/01/2009,471
08/01/2010,08/01/2010,410
08/01/2011,08/01/2011,354
08/01/2012,08/01/2012,485
08/01/2013,08/01/2013,505
08/01/2014,08/01/2014,474
08/01/2015,08/01/2015,467
08/01/2016,08/01/2016,492
08/01/2017,08/01/2017,408
08/02/2003,08/02/2003,388
08/02/2004,08/02/2004,415
08/02/2005,08/02/2005,363
08/02/2006,08/02/2006,334
08/02/2007,08/02/2007,361
08/02/2008,08/02/2008,373
08/02/2009,08/02/2009,358
08/02/2010,08/02/2010,345
08/02/2011,08/02/2011,299
08/02/2012,08/02/2012,358
08/02/2013,08/02/2013,441
08/02/2014,08/02/2014,443
08/02/2015,08/02/2015,401
08/02/2016,08/02/2016,380
08/02/2017,08/02/2017,435
08/03/2003,08/03/2003,363
08/03/2004,08/03/2004,454
08/03/2005,08/03/2005,420
08/03/2006,08/03/2006,444
08/03/2007,08/03/2007,380
08/03/2008,08/03/2008,345
08/03/2009,08/03/2009,345
08/03/2010,08/03/2010,390
08/03/2011,08/03/2011,393
08/03/2012,08/03/2012,425
08/03/2013,08/03/2013,437
08/03/2014,08/03/2014,385
08/03/2015,08/03/2015,454
08/03/2016,08/03/2016,402
08/03/2017,08/03/2017,393
08/04/2003,08/04/2003,386
08/04/2004,08/04/2004,413
08/04/2005,08/04/2005,402
08/04/2006,08/04/2006,468
08/04/2007,08/04/2007,356
08/04/2008,08/04/2008,391
08/04/2009,08/04/2009,369
08/04/2010,08/04/2010,376
08/04/2011,08/04/2011,366
08/04/2012,08/04/2012,418
08/04/2013,08/04/2013,421
08/04/2014,08/04/2014,376
08/04/2015,08/04/2015,405
08/04/2016,08/04/2016,354
08/04/2017,08/04/2017,399
08/05/2003,08/05/2003,393
08/05/2004,08/05/2004,389
08/05/2005,08/05/2005,462
08/05/2006,08/05/2006,361
08/05/2007,08/05/2007,305
08/05/2008,08/05/2008,373
08/05/2009,08/05/2009,457
08/05/2010,08/05/2010,355
08/05/2011,08/05/2011,417
08/05/2012,08/05/2012,392
08/05/2013,08/05/2013,377
08/05/2014,08/05/2014,377
08/05/2015,08/05/2015,482
08/05/2016,08/05/2016,445
08/05/2017,08/05/2017,430
08/06/2003,08/06/2003,418
08/06/2004,08/06/2004,430
08/06/2005,08/06/2005,381
08/06/2006,08/06/2006,389
08/06/2007,08/06/2007,339
08/06/2008,08/06/2008,350
08/06/2009,08/06/2009,435
08/06/2010,08/06/2010,388
08/06/2011,08/06/2011,356
08/06/2012,08/06/2012,384
08/06/2013,08/06/2013,379
08/06/2014,08/06/2014,430
08/06/2015,08/06/2015,399
08/06/2016,08/06/2016,431
08/06/2017,08/06/2017,347
08/07/2003,08/07/2003,458
08/07/2004,08/07/2004,392
08/07/2005,08/07/2005,374
08/07/2006,08/07/2006,370
08/07/2007,08/07/2007,344
08/07/2008,08/07/2008,329
08/07/2009,08/07/2009,447
08/07/2010,08/07/2010,341
08/07/2011,08/07/2011,301
08/07/2012,08/07/2012,322
08/07/2013,08/07/2013,435
08/07/2014,08/07/2014,455
08/07/2015,08/07/2015,535
08/07/2016,08/07/2016,402
08/07/2017,08/07/2017,395
08/08/2003,08/08/2003,395
08/08/2004,08/08/2004,310
08/08/2005,08/08/2005,358
08/08/2006,08/08/2006,437
08/08/2007,08/08/2007,337
08/08/2008,08/08/2008,365
08/08/2009,08/08/2009,401
08/08/2010,08/08/2010,348
08/08/2011,08/08/2011,353
08/08/2012,08/08/2012,359
08/08/2013,08/08/2013,404
08/08/2014,08/08/2014,511
08/08/2015,08/08/2015,484
08/08/2016,08/08/2016,345
08/08/2017,08/08/2017,410
08/09/2003,08/09/2003,398
08/09/2004,08/09/2004,365
08/09/2005,08/09/2005,395
08/09/2006,08/09/2006,429
08/09/2007,08/09/2007,388
08/09/2008,08/09/2008,390
08/09/2009,08/09/2009,346
08/09/2010,08/09/2010,366
08/09/2011,08/09/2011,328
08/09/2012,08/09/2012,389
08/09/2013,08/09/2013,503
08/09/2014,08/09/2014,509
08/09/2015,08/09/2015,384
08/09/2016,08/09/2016,382
08/09/2017,08/09/2017,410
08/10/2003,08/10/2003,384
08/10/2004,08/10/2004,437
08/10/2005,08/10/2005,427
08/10/2006,08/10/2006,385
08/10/2007,08/10/2007,393
08/10/2008,08/10/2008,384
08/10/2009,08/10/2009,401
08/10/2010,08/10/2010,343
08/10/2011,08/10/2011,334
08/10/2012,08/10/2012,390
08/10/2013,08/10/2013,485
08/10/2014,08/10/2014,457
08/10/2015,08/10/2015,400
08/10/2016,08/10/2016,411
08/10/2017,08/10/2017,372
08/11/2003,08/11/2003,419
08/11/2004,08/11/2004,411
08/11/2005,08/11/2005,382
08/11/2006,08/11/2006,445
08/11/2007,08/11/2007,405
08/11/2008,08/11/2008,365
08/11/2009,08/11/2009,382
08/11/2010,08/11/2010,366
08/11/2011,08/11/2011,417
08/11/2012,08/11/2012,386
08/11/2013,08/11/2013,457
08/11/2014,08/11/2014,405
08/11/2015,08/11/2015,426
08/11/2016,08/11/2016,418
08/11/2017,08/11/2017,464
08/12/2003,08/12/2003,426
08/12/2004,08/12/2004,419
08/12/2005,08/12/2005,407
08/12/2006,08/12/2006,363
08/12/2007,08/12/2007,387
08/12/2008,08/12/2008,405
08/12/2009,08/12/2009,405
08/12/2010,08/12/2010,361
08/12/2011,08/12/2011,391
08/12/2012,08/12/2012,347
08/12/2013,08/12/2013,424
08/12/2014,08/12/2014,413
08/12/2015,08/12/2015,415
08/12/2016,08/12/2016,414
08/12/2017,08/12/2017,495
08/13/2003,08/13/2003,453
08/13/2004,08/13/2004,419
08/13/2005,08/13/2005,377
08/13/2006,08/13/2006,377
08/13/2007,08/13/2007,405
08/13/2008,08/13/2008,395
08/13/2009,08/13/2009,407
08/13/2010,08/13/2010,391
08/13/2011,08/13/2011,377
08/13/2012,08/13/2012,391
08/13/2013,08/13/2013,408
08/13/2014,08/13/2014,414
08/13/2015,08/13/2015,462
08/13/2016,08/13/2016,432
08/13/2017,08/13/2017,383
08/14/2003,08/14/2003,445
08/14/2004,08/14/2004,356
08/14/2005,08/14/2005,333
08/14/2006,08/14/2006,409
08/14/2007,08/14/2007,389
08/14/2008,08/14/2008,332
08/14/2009,08/14/2009,414
08/14/2010,08/14/2010,382
08/14/2011,08/14/2011,325
08/14/2012,08/14/2012,399
08/14/2013,08/14/2013,437
08/14/2014,08/14/2014,448
08/14/2015,08/14/2015,462
08/14/2016,08/14/2016,385
08/14/2017,08/14/2017,366
08/15/2003,08/15/2003,475
08/15/2004,08/15/2004,353
08/15/2005,08/15/2005,381
08/15/2006,08/15/2006,459
08/15/2007,08/15/2007,395
08/15/2008,08/15/2008,394
08/15/2009,08/15/2009,500
08/15/2010,08/15/2010,380
08/15/2011,08/15/2011,337
08/15/2012,08/15/2012,406
08/15/2013,08/15/2013,476
08/15/2014,08/15/2014,427
08/15/2015,08/15/2015,460
08/15/2016,08/15/2016,382
08/15/2017,08/15/2017,443
08/16/2003,08/16/2003,377
08/16/2004,08/16/2004,436
08/16/2005,08/16/2005,351
08/16/2006,08/16/2006,487
08/16/2007,08/16/2007,343
08/16/2008,08/16/2008,360
08/16/2009,08/16/2009,374
08/16/2010,08/16/2010,345
08/16/2011,08/16/2011,333
08/16/2012,08/16/2012,379
08/16/2013,08/16/2013,519
08/16/2014,08/16/2014,489
08/16/2015,08/16/2015,383
08/16/2016,08/16/2016,380
